date,province_thai,province_eng,region_thai,region_eng,variable,value
5/1/2019,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,2124
5/1/2019,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,49234
5/1/2019,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,726
5/1/2019,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,11041
5/1/2019,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,12953
5/1/2019,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,601
5/1/2019,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,1738
5/1/2019,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,620
5/1/2019,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,114
5/1/2020,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_foreign,137546
5/1/2020,ลพบุรี,Lopburi ,ภาคกลาง,central,no_tourist_foreign,0
5/1/2020,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,no_tourist_foreign,0
5/1/2020,สระบุรี,Saraburi ,ภาคกลาง,central,no_tourist_foreign,0
5/1/2020,ชัยนาท,Chainat ,ภาคกลาง,central,no_tourist_foreign,0
5/1/2020,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,no_tourist_foreign,0
5/1/2020,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,no_tourist_foreign,0
5/1/2020,อ่างทอง,Ang Thong ,ภาคกลาง,central,no_tourist_foreign,0
5/1/2020,นนทบุรี,Nonthaburi ,ภาคกลาง,central,no_tourist_foreign,0
5/1/2020,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,no_tourist_foreign,0
5/1/2020,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,no_tourist_foreign,0
5/1/2020,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,no_tourist_foreign,0
5/1/2020,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,no_tourist_foreign,0
5/1/2020,ราชบุรี,Ratchaburi ,ภาคกลาง,central,no_tourist_foreign,0
5/1/2020,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_foreign,0
5/1/2020,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,no_tourist_foreign,0
5/1/2020,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,no_tourist_foreign,0
5/1/2020,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,no_tourist_foreign,25
5/1/2020,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,no_tourist_foreign,213
5/1/2020,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_foreign,10104
5/1/2020,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,no_tourist_foreign,0
5/1/2020,ตราด,Trat ,ภาคตะวันออก,east,no_tourist_foreign,293
5/1/2020,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,no_tourist_foreign,0
5/1/2020,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,no_tourist_foreign,20
5/1/2020,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_foreign,0
5/1/2020,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,no_tourist_foreign,0
5/1/2020,ภูเก็ต,Phuket ,ภาคใต้,south,no_tourist_foreign,3941
5/1/2020,พัทลุง,Phatthalung ,ภาคใต้,south,no_tourist_foreign,0
5/1/2020,ตรัง,Trang ,ภาคใต้,south,no_tourist_foreign,94
5/1/2020,ระนอง,Ranong ,ภาคใต้,south,no_tourist_foreign,231
5/1/2020,ชุมพร,Chumphon ,ภาคใต้,south,no_tourist_foreign,0
5/1/2020,ปัตตานี,Pattani ,ภาคใต้,south,no_tourist_foreign,0
5/1/2020,ยะลา,Yala ,ภาคใต้,south,no_tourist_foreign,57
5/1/2020,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,no_tourist_foreign,0
5/1/2020,นราธิวาส,Narathiwat ,ภาคใต้,south,no_tourist_foreign,0
5/1/2020,กระบี่,Krabi ,ภาคใต้,south,no_tourist_foreign,198
5/1/2020,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_foreign,531
5/1/2020,พังงา,Phang Nga ,ภาคใต้,south,no_tourist_foreign,1135
5/1/2020,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,no_tourist_foreign,8239
5/1/2020,สตูล,Satun ,ภาคใต้,south,no_tourist_foreign,95
5/1/2020,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,no_tourist_foreign,0
5/1/2020,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_foreign,367
5/1/2020,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_foreign,583
5/1/2020,พิจิตร,Phichit ,ภาคเหนือ,north,no_tourist_foreign,0
5/1/2020,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,no_tourist_foreign,12
5/1/2020,ตาก,Tak ,ภาคเหนือ,north,no_tourist_foreign,0
5/1/2020,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_foreign,92
5/1/2020,พะเยา,Phayao ,ภาคเหนือ,north,no_tourist_foreign,5
5/1/2020,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,no_tourist_foreign,0
5/1/2020,แพร่,Phrae ,ภาคเหนือ,north,no_tourist_foreign,0
5/1/2020,ลำปาง,Lampang ,ภาคเหนือ,north,no_tourist_foreign,0
5/1/2020,ลำพูน,Lamphun ,ภาคเหนือ,north,no_tourist_foreign,0
5/1/2020,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,no_tourist_foreign,0
5/1/2020,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,no_tourist_foreign,9
5/1/2020,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,no_tourist_foreign,0
5/1/2020,สุโขทัย,Sukhothai ,ภาคเหนือ,north,no_tourist_foreign,38
5/1/2020,น่าน,Nan ,ภาคเหนือ,north,no_tourist_foreign,0
5/1/2020,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0
5/1/2020,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0
5/1/2020,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0
5/1/2020,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0
5/1/2020,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0
5/1/2020,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0
5/1/2020,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0
5/1/2020,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0
5/1/2020,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,2
5/1/2020,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0
5/1/2020,ศรีสะเกษ,Sisaket ,ภาคใต้,south,no_tourist_foreign,0
5/1/2020,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0
5/1/2020,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0
5/1/2020,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0
5/1/2020,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0
5/1/2020,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0
5/1/2020,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0
5/1/2020,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0
5/1/2020,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0
5/1/2020,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0
5/1/2021,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_foreign,29494
5/1/2021,ลพบุรี,Lopburi ,ภาคกลาง,central,no_tourist_foreign,39
5/1/2021,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,no_tourist_foreign,362
5/1/2021,สระบุรี,Saraburi ,ภาคกลาง,central,no_tourist_foreign,53
5/1/2021,ชัยนาท,Chainat ,ภาคกลาง,central,no_tourist_foreign,0
5/1/2021,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,no_tourist_foreign,16
5/1/2021,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,no_tourist_foreign,0
5/1/2021,อ่างทอง,Ang Thong ,ภาคกลาง,central,no_tourist_foreign,0
5/1/2021,นนทบุรี,Nonthaburi ,ภาคกลาง,central,no_tourist_foreign,21
5/1/2021,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,no_tourist_foreign,28
5/1/2021,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,no_tourist_foreign,78
5/1/2021,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,no_tourist_foreign,0
5/1/2021,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,no_tourist_foreign,0
5/1/2021,ราชบุรี,Ratchaburi ,ภาคกลาง,central,no_tourist_foreign,0
5/1/2021,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_foreign,243
5/1/2021,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,no_tourist_foreign,56
5/1/2021,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,no_tourist_foreign,0
5/1/2021,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,no_tourist_foreign,191
5/1/2021,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,no_tourist_foreign,87
5/1/2021,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_foreign,707
5/1/2021,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,no_tourist_foreign,56
5/1/2021,ตราด,Trat ,ภาคตะวันออก,east,no_tourist_foreign,129
5/1/2021,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,no_tourist_foreign,0
5/1/2021,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,no_tourist_foreign,0
5/1/2021,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_foreign,213
5/1/2021,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,no_tourist_foreign,0
5/1/2021,ภูเก็ต,Phuket ,ภาคใต้,south,no_tourist_foreign,525
5/1/2021,พัทลุง,Phatthalung ,ภาคใต้,south,no_tourist_foreign,0
5/1/2021,ตรัง,Trang ,ภาคใต้,south,no_tourist_foreign,0
5/1/2021,ระนอง,Ranong ,ภาคใต้,south,no_tourist_foreign,0
5/1/2021,ชุมพร,Chumphon ,ภาคใต้,south,no_tourist_foreign,0
5/1/2021,ปัตตานี,Pattani ,ภาคใต้,south,no_tourist_foreign,0
5/1/2021,ยะลา,Yala ,ภาคใต้,south,no_tourist_foreign,0
5/1/2021,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,no_tourist_foreign,0
5/1/2021,นราธิวาส,Narathiwat ,ภาคใต้,south,no_tourist_foreign,0
5/1/2021,กระบี่,Krabi ,ภาคใต้,south,no_tourist_foreign,140
5/1/2021,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_foreign,31
5/1/2021,พังงา,Phang Nga ,ภาคใต้,south,no_tourist_foreign,621
5/1/2021,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,no_tourist_foreign,21
5/1/2021,สตูล,Satun ,ภาคใต้,south,no_tourist_foreign,36
5/1/2021,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,no_tourist_foreign,0
5/1/2021,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_foreign,346
5/1/2021,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_foreign,2073
5/1/2021,พิจิตร,Phichit ,ภาคเหนือ,north,no_tourist_foreign,0
5/1/2021,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,no_tourist_foreign,0
5/1/2021,ตาก,Tak ,ภาคเหนือ,north,no_tourist_foreign,23
5/1/2021,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_foreign,86
5/1/2021,พะเยา,Phayao ,ภาคเหนือ,north,no_tourist_foreign,21
5/1/2021,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,no_tourist_foreign,0
5/1/2021,แพร่,Phrae ,ภาคเหนือ,north,no_tourist_foreign,0
5/1/2021,ลำปาง,Lampang ,ภาคเหนือ,north,no_tourist_foreign,403
5/1/2021,ลำพูน,Lamphun ,ภาคเหนือ,north,no_tourist_foreign,125
5/1/2021,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,no_tourist_foreign,268
5/1/2021,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,no_tourist_foreign,0
5/1/2021,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,no_tourist_foreign,0
5/1/2021,สุโขทัย,Sukhothai ,ภาคเหนือ,north,no_tourist_foreign,122
5/1/2021,น่าน,Nan ,ภาคเหนือ,north,no_tourist_foreign,79
5/1/2021,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0
5/1/2021,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,39
5/1/2021,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,12
5/1/2021,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,9
5/1/2021,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,556
5/1/2021,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,50
5/1/2021,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0
5/1/2021,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0
5/1/2021,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0
5/1/2021,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,7
5/1/2021,ศรีสะเกษ,Sisaket ,ภาคใต้,south,no_tourist_foreign,0
5/1/2021,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0
5/1/2021,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,18
5/1/2021,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0
5/1/2021,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,7
5/1/2021,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0
5/1/2021,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0
5/1/2021,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0
5/1/2021,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0
5/1/2021,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0
5/1/2022,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_foreign,522896
5/1/2022,ลพบุรี,Lopburi ,ภาคกลาง,central,no_tourist_foreign,264
5/1/2022,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,no_tourist_foreign,6530
5/1/2022,สระบุรี,Saraburi ,ภาคกลาง,central,no_tourist_foreign,372
5/1/2022,ชัยนาท,Chainat ,ภาคกลาง,central,no_tourist_foreign,83
5/1/2022,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,no_tourist_foreign,284
5/1/2022,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,no_tourist_foreign,169
5/1/2022,อ่างทอง,Ang Thong ,ภาคกลาง,central,no_tourist_foreign,0
5/1/2022,นนทบุรี,Nonthaburi ,ภาคกลาง,central,no_tourist_foreign,6274
5/1/2022,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,no_tourist_foreign,1324
5/1/2022,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,no_tourist_foreign,33827
5/1/2022,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,no_tourist_foreign,120
5/1/2022,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,no_tourist_foreign,265
5/1/2022,ราชบุรี,Ratchaburi ,ภาคกลาง,central,no_tourist_foreign,918
5/1/2022,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_foreign,4145
5/1/2022,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,no_tourist_foreign,1137
5/1/2022,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,no_tourist_foreign,462
5/1/2022,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,no_tourist_foreign,2669
5/1/2022,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,no_tourist_foreign,7632
5/1/2022,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_foreign,57030
5/1/2022,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,no_tourist_foreign,653
5/1/2022,ตราด,Trat ,ภาคตะวันออก,east,no_tourist_foreign,1901
5/1/2022,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,no_tourist_foreign,89
5/1/2022,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,no_tourist_foreign,186
5/1/2022,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_foreign,5168
5/1/2022,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,no_tourist_foreign,489
5/1/2022,ภูเก็ต,Phuket ,ภาคใต้,south,no_tourist_foreign,182269
5/1/2022,พัทลุง,Phatthalung ,ภาคใต้,south,no_tourist_foreign,39
5/1/2022,ตรัง,Trang ,ภาคใต้,south,no_tourist_foreign,432
5/1/2022,ระนอง,Ranong ,ภาคใต้,south,no_tourist_foreign,410
5/1/2022,ชุมพร,Chumphon ,ภาคใต้,south,no_tourist_foreign,104
5/1/2022,ปัตตานี,Pattani ,ภาคใต้,south,no_tourist_foreign,65
5/1/2022,ยะลา,Yala ,ภาคใต้,south,no_tourist_foreign,646
5/1/2022,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,no_tourist_foreign,125
5/1/2022,นราธิวาส,Narathiwat ,ภาคใต้,south,no_tourist_foreign,347
5/1/2022,กระบี่,Krabi ,ภาคใต้,south,no_tourist_foreign,19210
5/1/2022,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_foreign,40598
5/1/2022,พังงา,Phang Nga ,ภาคใต้,south,no_tourist_foreign,32399
5/1/2022,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,no_tourist_foreign,50157
5/1/2022,สตูล,Satun ,ภาคใต้,south,no_tourist_foreign,1000
5/1/2022,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,no_tourist_foreign,663
5/1/2022,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_foreign,5561
5/1/2022,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_foreign,20305
5/1/2022,พิจิตร,Phichit ,ภาคเหนือ,north,no_tourist_foreign,56
5/1/2022,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,no_tourist_foreign,873
5/1/2022,ตาก,Tak ,ภาคเหนือ,north,no_tourist_foreign,164
5/1/2022,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_foreign,1767
5/1/2022,พะเยา,Phayao ,ภาคเหนือ,north,no_tourist_foreign,2229
5/1/2022,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,no_tourist_foreign,2037
5/1/2022,แพร่,Phrae ,ภาคเหนือ,north,no_tourist_foreign,668
5/1/2022,ลำปาง,Lampang ,ภาคเหนือ,north,no_tourist_foreign,531
5/1/2022,ลำพูน,Lamphun ,ภาคเหนือ,north,no_tourist_foreign,1540
5/1/2022,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,no_tourist_foreign,5395
5/1/2022,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,no_tourist_foreign,221
5/1/2022,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,no_tourist_foreign,0
5/1/2022,สุโขทัย,Sukhothai ,ภาคเหนือ,north,no_tourist_foreign,1734
5/1/2022,น่าน,Nan ,ภาคเหนือ,north,no_tourist_foreign,1457
5/1/2022,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,148
5/1/2022,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,1652
5/1/2022,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,184
5/1/2022,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,885
5/1/2022,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,3552
5/1/2022,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,686
5/1/2022,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,314
5/1/2022,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,1070
5/1/2022,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,252
5/1/2022,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,659
5/1/2022,ศรีสะเกษ,Sisaket ,ภาคใต้,south,no_tourist_foreign,81
5/1/2022,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,225
5/1/2022,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,1797
5/1/2022,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,402
5/1/2022,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,1191
5/1/2022,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,258
5/1/2022,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,388
5/1/2022,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,66
5/1/2022,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,49
5/1/2022,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,45
6/1/2019,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_foreign,1931078
6/1/2019,ลพบุรี,Lopburi ,ภาคกลาง,central,no_tourist_foreign,1335
6/1/2019,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,no_tourist_foreign,171746
6/1/2019,สระบุรี,Saraburi ,ภาคกลาง,central,no_tourist_foreign,3754
6/1/2019,ชัยนาท,Chainat ,ภาคกลาง,central,no_tourist_foreign,272
6/1/2019,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,no_tourist_foreign,8111
6/1/2019,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,no_tourist_foreign,335
6/1/2019,อ่างทอง,Ang Thong ,ภาคกลาง,central,no_tourist_foreign,1022
6/1/2019,นนทบุรี,Nonthaburi ,ภาคกลาง,central,no_tourist_foreign,24486
6/1/2019,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,no_tourist_foreign,36714
6/1/2019,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,no_tourist_foreign,68011
6/1/2019,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,no_tourist_foreign,190
6/1/2019,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,no_tourist_foreign,1349
6/1/2019,ราชบุรี,Ratchaburi ,ภาคกลาง,central,no_tourist_foreign,5094
6/1/2019,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_foreign,40077
6/1/2019,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,no_tourist_foreign,3601
6/1/2019,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,no_tourist_foreign,2878
6/1/2019,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,no_tourist_foreign,24220
6/1/2019,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,no_tourist_foreign,72626
6/1/2019,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_foreign,756462
6/1/2019,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,no_tourist_foreign,11144
6/1/2019,ตราด,Trat ,ภาคตะวันออก,east,no_tourist_foreign,28680
6/1/2019,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,no_tourist_foreign,870
6/1/2019,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,no_tourist_foreign,7074
6/1/2019,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_foreign,33625
6/1/2019,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,no_tourist_foreign,17799
6/1/2019,ภูเก็ต,Phuket ,ภาคใต้,south,no_tourist_foreign,884389
6/1/2019,พัทลุง,Phatthalung ,ภาคใต้,south,no_tourist_foreign,2729
6/1/2019,ตรัง,Trang ,ภาคใต้,south,no_tourist_foreign,8681
6/1/2019,ระนอง,Ranong ,ภาคใต้,south,no_tourist_foreign,4560
6/1/2019,ชุมพร,Chumphon ,ภาคใต้,south,no_tourist_foreign,7244
