date,province_thai,province_eng,region_thai,region_eng,variable,value
1/1/2019,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,occupancy_rate,93.37
1/1/2019,ลพบุรี,Lopburi ,ภาคกลาง,central,occupancy_rate,61.32
1/1/2019,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,occupancy_rate,73.37
1/1/2019,สระบุรี,Saraburi ,ภาคกลาง,central,occupancy_rate,67.33
1/1/2019,ชัยนาท,Chainat ,ภาคกลาง,central,occupancy_rate,79.31
1/1/2019,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,occupancy_rate,71.7
1/1/2019,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,occupancy_rate,64.65
1/1/2019,อ่างทอง,Ang Thong ,ภาคกลาง,central,occupancy_rate,71.21
1/1/2019,นนทบุรี,Nonthaburi ,ภาคกลาง,central,occupancy_rate,75.07
1/1/2019,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,occupancy_rate,60.77
1/1/2019,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,occupancy_rate,72.5
1/1/2019,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,occupancy_rate,61.64
1/1/2019,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,occupancy_rate,59.4
1/1/2019,ราชบุรี,Ratchaburi ,ภาคกลาง,central,occupancy_rate,75.09
1/1/2019,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,occupancy_rate,83.8
1/1/2019,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,occupancy_rate,75.6
1/1/2019,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,occupancy_rate,89.43
1/1/2019,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,occupancy_rate,81.2
1/1/2019,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,occupancy_rate,64.55
1/1/2019,ชลบุรี,Chonburi ,ภาคตะวันออก,east,occupancy_rate,84.33
1/1/2019,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,occupancy_rate,68.86
1/1/2019,ตราด,Trat ,ภาคตะวันออก,east,occupancy_rate,80.48
1/1/2019,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,occupancy_rate,68.39
1/1/2019,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,occupancy_rate,68.57
1/1/2019,ระยอง,Rayong ,ภาคตะวันออก,east,occupancy_rate,70.11
1/1/2019,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,occupancy_rate,56.69
1/1/2019,ภูเก็ต,Phuket ,ภาคใต้,south,occupancy_rate,86.05
1/1/2019,พัทลุง,Phatthalung ,ภาคใต้,south,occupancy_rate,68.66
1/1/2019,ตรัง,Trang ,ภาคใต้,south,occupancy_rate,72.3
1/1/2019,ระนอง,Ranong ,ภาคใต้,south,occupancy_rate,59.33
1/1/2019,ชุมพร,Chumphon ,ภาคใต้,south,occupancy_rate,61.94
1/1/2019,ปัตตานี,Pattani ,ภาคใต้,south,occupancy_rate,78.47
1/1/2019,ยะลา,Yala ,ภาคใต้,south,occupancy_rate,52.53
1/1/2019,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,occupancy_rate,59.84
1/1/2019,นราธิวาส,Narathiwat ,ภาคใต้,south,occupancy_rate,63.95
1/1/2019,กระบี่,Krabi ,ภาคใต้,south,occupancy_rate,81.62
1/1/2019,สงขลา,Songkhla ,ภาคใต้,south,occupancy_rate,74.85
1/1/2019,พังงา,Phang Nga ,ภาคใต้,south,occupancy_rate,86.51
1/1/2019,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,occupancy_rate,75.59
1/1/2019,สตูล,Satun ,ภาคใต้,south,occupancy_rate,74.9
1/1/2019,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,occupancy_rate,57.35
1/1/2019,เชียงราย,Chiang Rai ,ภาคเหนือ,north,occupancy_rate,81.25
1/1/2019,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,occupancy_rate,91.04
1/1/2019,พิจิตร,Phichit ,ภาคเหนือ,north,occupancy_rate,57.68
1/1/2019,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,occupancy_rate,63.54
1/1/2019,ตาก,Tak ,ภาคเหนือ,north,occupancy_rate,76.98
1/1/2019,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,occupancy_rate,71.52
1/1/2019,พะเยา,Phayao ,ภาคเหนือ,north,occupancy_rate,69.37
1/1/2019,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,occupancy_rate,74.46
1/1/2019,แพร่,Phrae ,ภาคเหนือ,north,occupancy_rate,67.14
1/1/2019,ลำปาง,Lampang ,ภาคเหนือ,north,occupancy_rate,77.39
1/1/2019,ลำพูน,Lamphun ,ภาคเหนือ,north,occupancy_rate,65.76
1/1/2019,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,occupancy_rate,77.92
1/1/2019,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,occupancy_rate,62.56
1/1/2019,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,occupancy_rate,51.56
1/1/2019,สุโขทัย,Sukhothai ,ภาคเหนือ,north,occupancy_rate,73.09
1/1/2019,น่าน,Nan ,ภาคเหนือ,north,occupancy_rate,80.74
1/1/2019,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,55.76
1/1/2019,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,67.31
1/1/2019,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,65.59
1/1/2019,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,65.42
1/1/2019,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,77.67
1/1/2019,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,71.26
1/1/2019,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,61.85
1/1/2019,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,69.66
1/1/2019,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,60.27
1/1/2019,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,78.17
1/1/2019,ศรีสะเกษ,Sisaket ,ภาคใต้,south,occupancy_rate,68.63
1/1/2019,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,61.37
1/1/2019,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,70.92
1/1/2019,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,72.95
1/1/2019,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,76.79
1/1/2019,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,77.37
1/1/2019,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,64.69
1/1/2019,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,63.63
1/1/2019,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,65.15
1/1/2019,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,65.05
1/1/2020,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,occupancy_rate,89.36
1/1/2020,ลพบุรี,Lopburi ,ภาคกลาง,central,occupancy_rate,51.53
1/1/2020,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,occupancy_rate,66.07
1/1/2020,สระบุรี,Saraburi ,ภาคกลาง,central,occupancy_rate,59.71
1/1/2020,ชัยนาท,Chainat ,ภาคกลาง,central,occupancy_rate,73.47
1/1/2020,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,occupancy_rate,64.63
1/1/2020,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,occupancy_rate,57.93
1/1/2020,อ่างทอง,Ang Thong ,ภาคกลาง,central,occupancy_rate,63.97
1/1/2020,นนทบุรี,Nonthaburi ,ภาคกลาง,central,occupancy_rate,71.1
1/1/2020,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,occupancy_rate,58.63
1/1/2020,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,occupancy_rate,69.55
1/1/2020,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,occupancy_rate,58.37
1/1/2020,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,occupancy_rate,55.42
1/1/2020,ราชบุรี,Ratchaburi ,ภาคกลาง,central,occupancy_rate,72.78
1/1/2020,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,occupancy_rate,81.92
1/1/2020,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,occupancy_rate,69.52
1/1/2020,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,occupancy_rate,85.81
1/1/2020,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,occupancy_rate,72.6
1/1/2020,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,occupancy_rate,70.35
1/1/2020,ชลบุรี,Chonburi ,ภาคตะวันออก,east,occupancy_rate,83.21
1/1/2020,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,occupancy_rate,76.36
1/1/2020,ตราด,Trat ,ภาคตะวันออก,east,occupancy_rate,72.26
1/1/2020,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,occupancy_rate,59.86
1/1/2020,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,occupancy_rate,67.12
1/1/2020,ระยอง,Rayong ,ภาคตะวันออก,east,occupancy_rate,65.73
1/1/2020,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,occupancy_rate,49.25
1/1/2020,ภูเก็ต,Phuket ,ภาคใต้,south,occupancy_rate,87.71
1/1/2020,พัทลุง,Phatthalung ,ภาคใต้,south,occupancy_rate,67.53
1/1/2020,ตรัง,Trang ,ภาคใต้,south,occupancy_rate,67.6
1/1/2020,ระนอง,Ranong ,ภาคใต้,south,occupancy_rate,52.8
1/1/2020,ชุมพร,Chumphon ,ภาคใต้,south,occupancy_rate,58.98
1/1/2020,ปัตตานี,Pattani ,ภาคใต้,south,occupancy_rate,45.72
1/1/2020,ยะลา,Yala ,ภาคใต้,south,occupancy_rate,48.36
1/1/2020,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,occupancy_rate,56.04
1/1/2020,นราธิวาส,Narathiwat ,ภาคใต้,south,occupancy_rate,60.39
1/1/2020,กระบี่,Krabi ,ภาคใต้,south,occupancy_rate,79.51
1/1/2020,สงขลา,Songkhla ,ภาคใต้,south,occupancy_rate,82.05
1/1/2020,พังงา,Phang Nga ,ภาคใต้,south,occupancy_rate,85.24
1/1/2020,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,occupancy_rate,69.1
1/1/2020,สตูล,Satun ,ภาคใต้,south,occupancy_rate,72.77
1/1/2020,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,occupancy_rate,53.72
1/1/2020,เชียงราย,Chiang Rai ,ภาคเหนือ,north,occupancy_rate,78.3
1/1/2020,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,occupancy_rate,85.32
1/1/2020,พิจิตร,Phichit ,ภาคเหนือ,north,occupancy_rate,54.08
1/1/2020,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,occupancy_rate,61.79
1/1/2020,ตาก,Tak ,ภาคเหนือ,north,occupancy_rate,75.73
1/1/2020,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,occupancy_rate,69.01
1/1/2020,พะเยา,Phayao ,ภาคเหนือ,north,occupancy_rate,66.44
1/1/2020,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,occupancy_rate,72.11
1/1/2020,แพร่,Phrae ,ภาคเหนือ,north,occupancy_rate,69.13
1/1/2020,ลำปาง,Lampang ,ภาคเหนือ,north,occupancy_rate,72.29
1/1/2020,ลำพูน,Lamphun ,ภาคเหนือ,north,occupancy_rate,60.46
1/1/2020,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,occupancy_rate,69.36
1/1/2020,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,occupancy_rate,60.58
1/1/2020,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,occupancy_rate,49.78
1/1/2020,สุโขทัย,Sukhothai ,ภาคเหนือ,north,occupancy_rate,66.86
1/1/2020,น่าน,Nan ,ภาคเหนือ,north,occupancy_rate,82.98
1/1/2020,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,50.42
1/1/2020,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,57.25
1/1/2020,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,61.26
1/1/2020,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,63.13
1/1/2020,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,73.36
1/1/2020,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,65.4
1/1/2020,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,54.73
1/1/2020,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,61.12
1/1/2020,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,58.69
1/1/2020,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,72.31
1/1/2020,ศรีสะเกษ,Sisaket ,ภาคใต้,south,occupancy_rate,65.69
1/1/2020,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,58.12
1/1/2020,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,70.08
1/1/2020,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,72.86
1/1/2020,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,83.19
1/1/2020,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,71.5
1/1/2020,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,64.41
1/1/2020,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,50.85
1/1/2020,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,58.36
1/1/2020,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,53.36
1/1/2021,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,occupancy_rate,7.54
1/1/2021,ลพบุรี,Lopburi ,ภาคกลาง,central,occupancy_rate,20.48
1/1/2021,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,occupancy_rate,18.16
1/1/2021,สระบุรี,Saraburi ,ภาคกลาง,central,occupancy_rate,19.05
1/1/2021,ชัยนาท,Chainat ,ภาคกลาง,central,occupancy_rate,16.13
1/1/2021,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,occupancy_rate,16.53
1/1/2021,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,occupancy_rate,11.82
1/1/2021,อ่างทอง,Ang Thong ,ภาคกลาง,central,occupancy_rate,5.38
1/1/2021,นนทบุรี,Nonthaburi ,ภาคกลาง,central,occupancy_rate,5.83
1/1/2021,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,occupancy_rate,7.81
1/1/2021,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,occupancy_rate,5.52
1/1/2021,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,occupancy_rate,0
1/1/2021,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,occupancy_rate,4.82
1/1/2021,ราชบุรี,Ratchaburi ,ภาคกลาง,central,occupancy_rate,16.89
1/1/2021,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,occupancy_rate,12.86
1/1/2021,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,occupancy_rate,3.38
1/1/2021,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,occupancy_rate,8.62
1/1/2021,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,occupancy_rate,20.38
1/1/2021,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,occupancy_rate,10.62
1/1/2021,ชลบุรี,Chonburi ,ภาคตะวันออก,east,occupancy_rate,0.92
1/1/2021,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,occupancy_rate,0
1/1/2021,ตราด,Trat ,ภาคตะวันออก,east,occupancy_rate,1.23
1/1/2021,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,occupancy_rate,28.56
1/1/2021,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,occupancy_rate,24.02
1/1/2021,ระยอง,Rayong ,ภาคตะวันออก,east,occupancy_rate,7.04
1/1/2021,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,occupancy_rate,19.81
1/1/2021,ภูเก็ต,Phuket ,ภาคใต้,south,occupancy_rate,2.45
1/1/2021,พัทลุง,Phatthalung ,ภาคใต้,south,occupancy_rate,22.52
1/1/2021,ตรัง,Trang ,ภาคใต้,south,occupancy_rate,15.33
1/1/2021,ระนอง,Ranong ,ภาคใต้,south,occupancy_rate,10.31
1/1/2021,ชุมพร,Chumphon ,ภาคใต้,south,occupancy_rate,12.48
1/1/2021,ปัตตานี,Pattani ,ภาคใต้,south,occupancy_rate,19.4
1/1/2021,ยะลา,Yala ,ภาคใต้,south,occupancy_rate,15.14
1/1/2021,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,occupancy_rate,25.73
1/1/2021,นราธิวาส,Narathiwat ,ภาคใต้,south,occupancy_rate,10.57
1/1/2021,กระบี่,Krabi ,ภาคใต้,south,occupancy_rate,4.21
1/1/2021,สงขลา,Songkhla ,ภาคใต้,south,occupancy_rate,11.36
1/1/2021,พังงา,Phang Nga ,ภาคใต้,south,occupancy_rate,8.45
1/1/2021,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,occupancy_rate,5.57
1/1/2021,สตูล,Satun ,ภาคใต้,south,occupancy_rate,17.49
1/1/2021,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,occupancy_rate,12.88
1/1/2021,เชียงราย,Chiang Rai ,ภาคเหนือ,north,occupancy_rate,22.97
1/1/2021,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,occupancy_rate,20.75
1/1/2021,พิจิตร,Phichit ,ภาคเหนือ,north,occupancy_rate,23.34
1/1/2021,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,occupancy_rate,23.62
1/1/2021,ตาก,Tak ,ภาคเหนือ,north,occupancy_rate,13.18
1/1/2021,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,occupancy_rate,28.52
1/1/2021,พะเยา,Phayao ,ภาคเหนือ,north,occupancy_rate,19.43
1/1/2021,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,occupancy_rate,16.81
1/1/2021,แพร่,Phrae ,ภาคเหนือ,north,occupancy_rate,11
1/1/2021,ลำปาง,Lampang ,ภาคเหนือ,north,occupancy_rate,23.98
1/1/2021,ลำพูน,Lamphun ,ภาคเหนือ,north,occupancy_rate,20.96
1/1/2021,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,occupancy_rate,13.48
1/1/2021,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,occupancy_rate,16.39
1/1/2021,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,occupancy_rate,23.25
1/1/2021,สุโขทัย,Sukhothai ,ภาคเหนือ,north,occupancy_rate,17.25
1/1/2021,น่าน,Nan ,ภาคเหนือ,north,occupancy_rate,10.52
1/1/2021,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,20.19
1/1/2021,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,22.88
1/1/2021,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,19.51
1/1/2021,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,26.15
1/1/2021,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,31.58
1/1/2021,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,30.33
1/1/2021,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,15.38
1/1/2021,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,19.93
1/1/2021,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,30.32
1/1/2021,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,9.13
1/1/2021,ศรีสะเกษ,Sisaket ,ภาคใต้,south,occupancy_rate,30.18
1/1/2021,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,24.48
1/1/2021,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,12.74
1/1/2021,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,16.93
1/1/2021,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,18.31
1/1/2021,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,30.53
1/1/2021,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,16.81
1/1/2021,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,28.22
1/1/2021,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,26.61
1/1/2021,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,occupancy_rate,4.73
1/1/2022,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,occupancy_rate,26.34
1/1/2022,ลพบุรี,Lopburi ,ภาคกลาง,central,occupancy_rate,38.59
1/1/2022,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,occupancy_rate,45.43
1/1/2022,สระบุรี,Saraburi ,ภาคกลาง,central,occupancy_rate,37.38
1/1/2022,ชัยนาท,Chainat ,ภาคกลาง,central,occupancy_rate,35.66
1/1/2022,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,occupancy_rate,38.83
1/1/2022,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,occupancy_rate,33.27
1/1/2022,อ่างทอง,Ang Thong ,ภาคกลาง,central,occupancy_rate,22.74
1/1/2022,นนทบุรี,Nonthaburi ,ภาคกลาง,central,occupancy_rate,33.81
1/1/2022,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,occupancy_rate,24.17
1/1/2022,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,occupancy_rate,24.74
1/1/2022,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,occupancy_rate,24.3
1/1/2022,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,occupancy_rate,29.47
1/1/2022,ราชบุรี,Ratchaburi ,ภาคกลาง,central,occupancy_rate,48.44
1/1/2022,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,occupancy_rate,57.17
1/1/2022,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,occupancy_rate,43.34
1/1/2022,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,occupancy_rate,43.52
1/1/2022,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,occupancy_rate,52.21
1/1/2022,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,occupancy_rate,49.97
1/1/2022,ชลบุรี,Chonburi ,ภาคตะวันออก,east,occupancy_rate,38.52
1/1/2022,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,occupancy_rate,40.22
1/1/2022,ตราด,Trat ,ภาคตะวันออก,east,occupancy_rate,32.53
1/1/2022,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,occupancy_rate,51.85
1/1/2022,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,occupancy_rate,39.79
1/1/2022,ระยอง,Rayong ,ภาคตะวันออก,east,occupancy_rate,34.9
1/1/2022,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,occupancy_rate,29.6
1/1/2022,ภูเก็ต,Phuket ,ภาคใต้,south,occupancy_rate,25.53
1/1/2022,พัทลุง,Phatthalung ,ภาคใต้,south,occupancy_rate,26.32
1/1/2022,ตรัง,Trang ,ภาคใต้,south,occupancy_rate,31.24
1/1/2022,ระนอง,Ranong ,ภาคใต้,south,occupancy_rate,30.24
1/1/2022,ชุมพร,Chumphon ,ภาคใต้,south,occupancy_rate,28.77
1/1/2022,ปัตตานี,Pattani ,ภาคใต้,south,occupancy_rate,27.5
1/1/2022,ยะลา,Yala ,ภาคใต้,south,occupancy_rate,37.63
1/1/2022,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,occupancy_rate,23.29
1/1/2022,นราธิวาส,Narathiwat ,ภาคใต้,south,occupancy_rate,19.41
1/1/2022,กระบี่,Krabi ,ภาคใต้,south,occupancy_rate,25.56
1/1/2022,สงขลา,Songkhla ,ภาคใต้,south,occupancy_rate,16.65
1/1/2022,พังงา,Phang Nga ,ภาคใต้,south,occupancy_rate,32.28
1/1/2022,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,occupancy_rate,24.49
1/1/2022,สตูล,Satun ,ภาคใต้,south,occupancy_rate,45.21
1/1/2022,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,occupancy_rate,35.58
1/1/2022,เชียงราย,Chiang Rai ,ภาคเหนือ,north,occupancy_rate,72.09
1/1/2022,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,occupancy_rate,56.83
1/1/2022,พิจิตร,Phichit ,ภาคเหนือ,north,occupancy_rate,33.51
1/1/2022,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,occupancy_rate,41.59
1/1/2022,ตาก,Tak ,ภาคเหนือ,north,occupancy_rate,43.26
